name,address,email,phone_number,banking_account
Cavendish Square Publishing,25 E 75th St #69,kiley.caldarera@aol.com,310-254-3084,341270863894113      
AIT Planet Lar,98 Connecticut Ave Nw,gruta@cox.net,440-579-7763,477530187606291      
University Press of New England,56 E Morehead St,calbares@gmail.com,956-841-7216,802720979850583      
Woodrow Wilson Center Press / Johns Hopkins University Press,73 State Road 434 E,mattie@aol.com,602-953-6360,413857113155838      
Crossroad Publishing Company,69734 E Carrillo St,meaghan@hotmail.com,931-235-7959,999789190256398      
Pippin Publishing,322 New Horizon Blvd,gladys.rim@rim.org,414-377-2880,702673654780123      
Hazelden Publishing,1 State Route 27,yuki_whobrey@aol.com,313-341-4470,919816284297459      
Universal Publishers,394 Manchester Blvd,fletcher.flosi@yahoo.com,815-426-5657,405628544992383      
Libros para ninos,6 S 33rd St,bette_nicka@cox.net,610-492-4643,817925049323010      
Random House Puzzles & Games,6 Greenleaf Ave,vinouye@aol.com,408-813-4592,167329563194084      
B Fiction,618 W Yakima Ave,willard@hotmail.com,972-896-4882,361669832618391      
Sumach Press,74 S Westgate St,mroyster@royster.com,518-448-8982,800210734298462      
Chatto  Windus,3273 State St,alisha@slusarski.com,732-635-3453,403127958614159      
ガンガンコミックス,1 Central Ave,allene_iturbide@cox.net,715-530-9863,833755670030716      
Fab Press,86 Nw 66th St #8673,chanel.caudy@caudy.org,913-899-1103,165007866723619      
Avon HarperCollins,2 Cedar Ave #84,ezekiel@chui.com,410-235-8738,127182814163603      
Polygon,90991 Thorburn Ave,wkusko@yahoo.com,212-934-5167,685682936811321      
Kuperard,386 9th Ave N,bfigeroa@aol.com,936-597-3614,717586452674194      
Delcourt,74874 Atlantic Ave,ammie@corrio.com,614-648-3265,735322825651833      
Sage Publications Ltd,366 South Dr,francine_vocelka@vocelka.com,505-335-5293,540430791122154      
Berkley Heat,45 E Liberty St,ernie_stenseth@aol.com,201-387-9093,790200686110841      
Elloras Cave,4 Ralph Ct,albina@glick.com,732-782-6701,934847815298887      
Bruno Gmünder,2742 Distribution Way,asergi@gmail.com,212-753-2740,376870648726603      
Feiwel & Friends,426 Wolf St,solange@shinko.com,504-265-8174,693890930388427      
B.E.S. Publishing,128 Bransten Rd,jose@yahoo.com,212-569-4233,942183688459292      
Zondervan Publishing Company,17 Morena Blvd,rozella.ostrosky@ostrosky.com,805-609-1531,884454244027940      
Welcome Books,775 W 17th St,valentine_gillian@gmail.com,210-300-6244,157104034976368      
Canongate Books,6980 Dorsett Rd,kati.rulapaugh@hotmail.com,785-219-7724,224266303009664      
Pan Macmillan Ltd. (London),2881 Lewis Rd,youlanda@aol.com,541-993-2611,447429585937196      
Banner of Truth,7219 Woodfield Rd,doldroyd@aol.com,913-645-8918,540428292982265      
Middleway Press,1048 Main St,roxane@hotmail.com,907-335-6568,852975342570618      
Montena,678 3rd Ave,lperin@perin.org,305-995-2078,234772628251632      
Hearst Communications,20 S Babcock St,erick.ferencz@aol.com,907-227-6777,510390849609879      
Ash-Tree Press,2 Lighthouse Ave,fsaylors@saylors.org,952-479-2375,921188482349898      
Pan Childrens,38938 Park Blvd,jina_briddick@briddick.com,617-997-5771,214590305136350      
Yosemite Conservancy,5 Tomahawk Dr,kanisha_waycott@yahoo.com,323-315-7314,618774701954960      
Barnes  Noble,762 S Main St,emerson.bowley@bowley.org,608-658-7940,778510028626277      
Piper Taschenbuch,209 Decker Dr,bmalet@yahoo.com,215-794-4519,247869084509431      
Xulon Press,4486 W O St #1,bbolognia@yahoo.com,212-617-5063,567159919674950      
Scholastic Nonfiction,39 S 7th St,lnestle@hotmail.com,931-303-6041,478843803993511      
Portfolio,98839 Hawthorne Blvd #6101,sabra@uyetake.org,803-681-3678,946945058508926      
Walter Foster Publishing,71 San Mateo Ave,mmastella@mastella.com,610-379-7125,405184932473824      
Fawcett Coventry,76 Brooks St #9,karl_klonowski@yahoo.com,908-470-4661,835088309974703      
Fellowship for the Performance,4545 Courthouse Rd,twenner@aol.com,516-333-4861,953193170151945      
Holloway House,14288 Foster Ave #4121,amber_monarrez@monarrez.org,215-329-6386,569545759735165      
Reaktion Books,4 Otis St,shenika@gmail.com,818-749-8650,512705905016618      
House of Stratus,65895 S 16th St,delmy.ahle@hotmail.com,401-559-8961,796583063438829      
University of Texas Press (Austin/London),14302 Pennsylvania Ave,deeanna_juhas@gmail.com,215-417-9563,808637858765136      
Hodder Mobius,201 Hawk Ct,bpugh@aol.com,401-300-8122,418382190433499      
Power Press,53075 Sw 152nd Ter #615,jamal@vanausdal.org,732-904-2931,601122885484365      
LWW,59 N Groesbeck Hwy,cecily@hollack.org,512-861-3814,184289263753524      
Let's Go Publications,2664 Lewis Rd,carmelina_lindall@lindall.com,303-874-5160,956518590612286      
Random House Inc.,59 Shady Ln #53,maurine_yglesias@yglesias.com,414-573-7719,338327372339464      
Walter de Gruyter,3305 Nabell Ave #679,tawna@gmail.com,212-462-9157,460301184188712      
Harcourt Brace & Company,18 Fountain St,penney_weight@aol.com,907-873-2882,943745541207865      
ビブロス,7 W 32nd St,elly_morocco@gmail.com,814-420-3553,256268850391840      
South End Press (Boston),2853 S Central Expy,ilene.eroman@hotmail.com,410-937-4543,241664912335795      
Weidenfeld & Nicolson,74 W College St,vmondella@mondella.com,208-737-8439,710709212935823      
Allyn & Bacon,701 S Harrison Rd,kallie.blackwood@gmail.com,415-604-7609,975545796657477      
Vintage Books a division of Random House,1088 Pinehurst St,johnetta_abdallah@aol.com,919-715-3791,611296273834021      
Random House Reference Publishing,30 W 80th St #1995,brhym@rhym.com,650-811-9032,159092644582360      
Parker Publishing Llc,20932 Hedley St,micaela_rhymes@gmail.com,925-522-7798,881696262830672      
Vertigo (DC Comics),2737 Pistorio Rd #9230,tamar@hotmail.com,740-526-5410,691996796982533      
ECW Press,74989 Brandon St,moon@yahoo.com,585-498-4278,153800252447016      
Editorial RM,6 Kains Ave,laurel_reitler@reitler.com,410-957-6903,419677360336478      
Smithsonian Books,47565 W Grand Ave,delisa.crupi@crupi.com,973-847-9611,939053065365824      
Jessica Kingsley Publishers,4284 Dorigo Ln,viva.toelkes@gmail.com,773-352-3437,792122422991692      
Academica Press,6794 Lake Dr E,elza@yahoo.com,973-796-3667,906773374022986      
University of New Mexico Press,31 Douglas Blvd #950,devorah@hotmail.com,505-950-1763,893574057767565      
Woodbridge Press Publishing Company,44 W 4th St,timothy_mulqueen@mulqueen.org,718-654-7063,991732085738821      
Samhain Publishing,11279 Loytan St,ahoneywell@honeywell.com,904-514-9918,904408767367085      
Pan Australia,69 Marquette Ave,dominque.dickerson@dickerson.org,510-901-7640,536687113948298      
Better Homes and Gardens Books,70 W Main St,lettie_isenhower@yahoo.com,216-733-8494,853549198963888      
Feral House,461 Prospect Pl #316,mmunns@cox.net,817-451-3518,117831207478480      
Clarkson Potter/Publishers,47154 Whipple Ave Nw,stephaine@barfield.com,310-968-1219,639492357740683      
Insight International,37 Alabama Ave,lai.gato@gato.org,847-957-4614,909247242485815      
Yoruba Theological Archministry,3777 E Richmond St #900,stephen_emigh@hotmail.com,330-700-2312,923682850146967      
Harrison House,3 Fort Worth Ave,tshields@gmail.com,215-228-8264,326930107899143      
National Geographic Children's Books,4800 Black Horse Pike,twardrip@cox.net,650-216-5075,447145771666786      
St. Martin's Paperback,83649 W Belmont Ave,cory.gibes@gmail.com,626-696-2777,117992714160345      
Apple,840 15th Ave,danica_bruschke@gmail.com,254-205-1422,517762946349596      
Rux Martin/Houghton Mifflin Harcourt,1747 Calle Amanecer #2,wilda@cox.net,907-914-9482,108279289730039      
Berkley Prime Crime Books,99385 Charity St #840,elvera.benimadho@cox.net,408-440-8447,308398433100566      
Berkley Prime Crime,68556 Central Hwy,carma@cox.net,510-452-4835,623647899463616      
Universe Publishing(NY),55 Riverside Ave,malinda.hochard@yahoo.com,317-472-2412,265466832617142      
Leisure,7140 University Ave,natalie.fern@hotmail.com,307-279-3793,769512818711684      
Gun Digest Books,64 5th Ave #1153,lisha@centini.org,703-475-7568,845299620544152      
Eros Comix,3 Secor Rd,arlene_klusman@gmail.com,504-946-1807,652589407244049      
Texas A&M University Press,4 Webbs Chapel Rd,alease@buemi.com,303-521-9860,148609002580283      
Polychrome Publishing Corporation,524 Louisiana Ave Nw,louisa@cronauer.com,510-472-7758,959068463089675      
Golden Gryphon Press,185 Blackstone Bldge,angella.cetta@hotmail.com,808-475-2310,369829977244132      
Saddleback Educational Publishing  Inc.,170 Wyoming Ave,cgoldammer@cox.net,952-938-9457,922095893624552      
Vendome Press,4 10th St W,rosio.cork@gmail.com,336-497-4407,519402466034495      
Éditions 10/18,7 W Pinhook Rd,ckorando@hotmail.com,516-365-7266,540979569385655      
San Val,1 Commerce Way,twana.felger@felger.org,503-909-7167,103049075256370      
MetroBooks (NY),64 Lakeview Ave,estrella@aol.com,608-942-8836,999533059641375      
Legend,3 Aspen St,dkines@hotmail.com,508-843-1426,927703317613636      
Doherty  Tom Associates  LLC,32860 Sierra Rd,tiffiny_steffensmeier@cox.net,305-304-6573,582607377745700      
Running Press Adult,555 Main St,emiceli@miceli.org,814-299-2877,843005943389637      
Orion Publishing Group,2 Se 3rd Ave,sue@aol.com,972-742-4000,350686454356205      
Alpha Books,2239 Shawnee Mission Pky,jshin@shin.com,931-739-1551,148783416654177      
New Tradition Books,2726 Charcot Ave,rolland@cox.net,973-284-4048,865238837905872      
Howard University Press,5161 Dorsett Rd,pamella.schmierer@schmierer.org,305-575-8481,373079221876039      
Faber & Faber Ltd.,55892 Jacksonville Rd,gkulzer@kulzer.org,410-916-8015,790617861073761      
Redleaf Press,5 N Cleveland Massillon Rd,shawna_palaspas@palaspas.org,805-638-6617,528066908875927      
Aivia Press,7 Benton Dr,brandon_callaro@hotmail.com,808-240-5168,997551882749540      
British Library,9390 S Howell Ave,scarlet.cartan@yahoo.com,229-365-9658,494832870921815      
Underwood/Miller  Berkley,8 County Center Dr #647,oretha_menter@yahoo.com,617-697-6024,221395014078305      
Paperback Library,4646 Kaahumanu St,tsmith@aol.com,201-995-3149,296232836042964      
CRC Press,2 Monroe St,xuan@gmail.com,650-247-2625,716983945869561      
Broadway Business,52777 Leaders Heights Rd,lindsey.dilello@hotmail.com,909-589-1693,286294978603803      
Meredith Corporation,72868 Blackington Ave,devora_perez@perez.org,510-755-9274,246300708870826      
Westview Press,9 Norristown Rd,hdemesa@cox.net,518-931-7852,401858851460492      
Dundurn,83 County Road 437 #8581,rpapasergi@cox.net,570-469-8401,281713830851009      
Wipf & Stock Publishers,1 N Harlem Ave #9,talia_riopelle@aol.com,973-818-9788,128025050822748      
BenBella Books,90131 J St,van.shire@shire.com,908-448-1209,160499943247423      
DAW Books (NY),8597 W National Ave,lucina_lary@cox.net,321-632-4668,780635385005511      
DAW SF,6 Gilson St,bok.isaacs@aol.com,718-478-8568,655080573747546      
Crown Publishers,65 W Maple Ave,rolande.spickerman@spickerman.com,808-526-5863,835663398955099      
Dramatists Play Service  Inc.,866 34th Ave,hpaulas@gmail.com,303-692-3118,772665400067565      
Orion Publishing Co,798 Lund Farm Way,kimbery_madarang@cox.net,973-225-6259,342757831219090      
Voice,9387 Charcot Ave,thurman.manno@yahoo.com,609-234-8376,721430816947833      
Southern Methodist University Press,30553 Washington Rd,becky.mirafuentes@mirafuentes.com,908-426-8272,217204392492767      
Trafalgar Square Publishing,481 W Lemon St,beatriz@yahoo.com,508-315-3867,960446349709858      
Council Oak Books,4 Warehouse Point Rd #7,marti.maybury@yahoo.com,773-539-1058,610518687900428      
New York : Penguin Books,4940 Pulaski Park Dr,nieves_gotter@gmail.com,503-455-3094,324621055222430      
Michael Joseph Ltd./Penguin Books Ltd.,627 Walford Ave,lhagele@cox.net,214-225-5850,432193823545440      
Julia MacRae,137 Pioneer Way,vklimek@klimek.org,312-512-2338,396698769312534      
Simon & Schuster Adult Publishing Group,61 13 Stoneridge #835,melissa@cox.net,419-254-4591,708543722106297      
Exact Change,2409 Alabama Rd,sheridan.zane@zane.com,951-248-6822,973570113870133      
Raintree,8927 Vandever Ave,bulah_padilla@hotmail.com,254-816-8417,407181029580985      
Beltz und Gelberg,134 Lewis Rd,audra@kohnert.com,615-448-9249,394329697205343      
Versus Press,9 N College Ave #3,dweirather@aol.com,414-838-3151,745734114393201      
See Sharp Press,60480 Old Us Highway 51,fjillson@aol.com,410-724-6472,670594172880544      
Northwestern Univ Press,4 Bloomfield Ave,gearldine_gellinger@gellinger.com,972-821-7118,902357410878592      
CQ Press,429 Tiger Ln,chau@gmail.com,310-969-7230,994656741467556      
Fawcett crest,54169 N Main St,theola_frey@frey.com,516-357-3362,855344850518252      
Avon Books (P),92 Main St,cheryl@haroldson.org,609-263-9243,306950654661487      
Arthur A. Levine Books,72 Mannix Dr,lmerced@gmail.com,513-418-1566,726268347015179      
Michael O'Mara Books,12270 Caton Center Dr,carissa.batman@yahoo.com,541-801-5717,234572091792982      
Dhv der Hörverlag,749 W 18th St #45,lezlie.craghead@craghead.org,919-885-2453,911656231879032      
Yapı Kredi Yayınları,8 Industry Ln,oshealy@hotmail.com,212-880-8865,278712587382835      
Possibilities,1 Huntwood Ave,arminda@parvis.com,602-277-3025,701276718560042      
Pogue Press,55262 N French Rd,reita.leto@gmail.com,317-787-5514,743996225845323      
Applause Theatre & Cinema Book Publishers,422 E 21st St,yolando@cox.net,315-640-6357,701864042152061      
Twayne Publishers,501 N 19th Ave,lizette.stem@aol.com,856-702-3676,376912402676246      
Oddysey/Harcourt Young Classics,455 N Main Ave,gpawlowicz@yahoo.com,516-376-4230,521806712361192      
Sagebrush,1844 Southern Blvd,cdeleo@deleo.com,501-409-6072,829724980711727      
Lions,2023 Greg St,chantell@yahoo.com,651-776-9688,458964038568207      
Simon & Schuster; Media Tie-In edition,63381 Jenks Ave,dyum@yahoo.com,215-346-4666,395640691104108      
P. F. Collier and Sons,6651 Municipal Rd,larae_gudroe@gmail.com,985-261-5783,451736548687434      
Victor Gollancz,81 Norris Ave #525,latrice.tolfree@hotmail.com,631-998-2102,137920549511702      
Twin Palms Publishers,6916 W Main St,kerry.theodorov@gmail.com,916-770-7448,796679869023577      
University of Arizona Press,9635 S Main St,dhidvegi@yahoo.com,208-690-3315,973243905787764      
Harlequin American Romance,17 Us Highway 111,fannie.lungren@yahoo.com,512-528-9933,415940824413861      
Presidio Press,992 Civic Center Dr,evangelina@aol.com,215-417-5612,845766407283530      
US Naval Institute Press,303 N Radcliffe St,novella_degroot@degroot.org,808-746-1865,651881800250457      
Hyperion Books for Children,73 Saint Ann St #86,choa@hoa.org,775-848-9135,427204201891120      
The Audio Partners,44 58th St,jfallick@yahoo.com,847-800-3054,723934816581944      
Replica Books,9745 W Main St,irma.wolfgramm@hotmail.com,973-868-8660,419039982274012      
Atlantic Monthly Press (NYC),84 Bloomfield Ave,eun@yahoo.com,864-594-4578,199846941787491      
Pen & Sword Military,287 Youngstown Warren Rd,sylvia_cousey@cousey.org,410-863-8263,817482769197063      
Bantam Books  Inc.,6 Van Buren St,nana@aol.com,914-796-3775,963410545446137      
Fischer Taschenbuch Verlag,229 N Forty Driv,layla.springe@cox.net,212-253-7448,108541265834509      
Secker and Warburg,2887 Knowlton St #5435,joesph_degonia@degonia.org,510-942-5916,410630026244231      
Omnibus Hc Bei Bertelsmann,523 Marquette Ave,annabelle.boord@cox.net,978-289-7717,858117783627261      
Fischer TB,3717 Hamann Industrial Pky,stephaine@cox.net,415-712-9530,176549675206402      
Greenwood Press,3 State Route 35 S,nelida@gmail.com,201-247-8925,471764888698775      
Xlibris Corporation,82 N Highway 67,marguerita.hiatt@gmail.com,925-541-8521,877205062267265      
David C. Cook,9 Murfreesboro Rd,ccookey@cookey.org,773-297-9391,885561040610069      
W Publishing Group,6 S Broadway St,jbrideau@aol.com,973-582-5469,738157442430139      
Rba Libros,6 Harry L Dr #6327,claribel_varriano@cox.net,419-573-2033,790548828332659      
Hachette Children's,47939 Porter Ave,benton.skursky@aol.com,310-694-8466,383679971206291      
Morrow,9 Wales Rd Ne #914,hillary.skulski@aol.com,352-990-5946,565472445722579      
Sarah Crichton Books,195 13n N,merilyn_bayless@cox.net,408-346-2180,292244470681786      
Alan Rodgers Books,99 Tank Farm Rd,tennaco@gmail.com,570-355-1665,472119601353818      
HarperPaperbacks,4671 Alemany Blvd,merlyn_lawler@hotmail.com,201-858-9960,119661358946189      
First Avenue Editions (Tm),98 University Dr,gmontezuma@cox.net,925-943-3449,875083818884950      
Harper Design,50 E Wacker Dr,jmconnell@hotmail.com,908-602-5258,577711996157072      
Penguin Putnam,70 Euclid Ave #722,lemuel.latzke@gmail.com,631-291-4976,861067536831974      
Transworld Publishers Ltd,326 E Main St #6496,mknipp@gmail.com,805-810-8964,652931817173991      
That Patchwork Place,406 Main St,candida_corbley@hotmail.com,908-943-6103,242887609066986      
Sidran Press,3 Elmwood Dr,karan_karpin@gmail.com,503-707-5812,370005517235256      
Harlequin Readers' Choice,9 Church St,andra@gmail.com,503-950-3068,838305117997359      
Grand Central,9939 N 14th St,fpoullion@poullion.com,856-828-6021,889208289885281      
Atlas Books/HarperCollins Publishers,5384 Southwyck Blvd,belen_strassner@aol.com,770-802-4003,361803987040052      
